inst#,actual,predicted,error,prediction
9551,1:0,2:1,+,0.722
9552,2:1,1:0,+,0.667
9553,2:1,2:1,,0.515
9554,2:1,1:0,+,0.608
9555,1:0,1:0,,0.57
9556,2:1,1:0,+,0.596
9557,1:0,1:0,,0.622
9558,1:0,1:0,,0.633
9559,1:0,2:1,+,0.679
9560,2:1,1:0,+,0.604
9561,2:1,2:1,,0.669
9562,1:0,1:0,,0.723
9563,2:1,2:1,,0.608
9564,1:0,2:1,+,0.671
9565,1:0,2:1,+,0.688
9566,2:1,2:1,,0.646
9567,1:0,1:0,,0.519
9568,1:0,1:0,,0.553
9569,2:1,2:1,,0.681
9570,1:0,1:0,,0.652
9571,1:0,2:1,+,0.55
9572,1:0,1:0,,0.643
9573,2:1,1:0,+,0.529
9574,2:1,1:0,+,0.847
9575,1:0,2:1,+,0.53
9576,1:0,2:1,+,0.515
9577,2:1,2:1,,0.772
9578,2:1,2:1,,0.651
9579,1:0,2:1,+,0.778
9580,1:0,1:0,,0.542
9581,2:1,2:1,,0.616
9582,1:0,2:1,+,0.591
9583,1:0,2:1,+,0.635
9584,1:0,1:0,,0.783
9585,1:0,2:1,+,0.548
9586,2:1,2:1,,0.831
9587,2:1,2:1,,0.624
9588,1:0,2:1,+,0.93
9589,2:1,1:0,+,0.582
9590,2:1,2:1,,0.742
9591,2:1,2:1,,0.695
9592,1:0,1:0,,0.755
9593,2:1,2:1,,0.585
9594,2:1,1:0,+,0.765
9595,2:1,2:1,,0.681
9596,1:0,2:1,+,0.523
9597,1:0,2:1,+,0.533
9598,2:1,2:1,,0.542
9599,1:0,2:1,+,0.668
9600,2:1,1:0,+,0.778
9601,1:0,2:1,+,0.757
9602,1:0,1:0,,0.531
9603,2:1,2:1,,0.721
9604,1:0,2:1,+,0.685
9605,2:1,1:0,+,0.571
9606,2:1,1:0,+,0.612
9607,2:1,2:1,,0.546
9608,2:1,1:0,+,0.656
9609,1:0,1:0,,0.527
9610,2:1,2:1,,0.788
9611,1:0,2:1,+,0.683
9612,1:0,1:0,,0.524
9613,2:1,1:0,+,0.675
9614,1:0,1:0,,0.666
9615,2:1,2:1,,0.57
9616,1:0,1:0,,0.597
9617,1:0,2:1,+,0.582
9618,2:1,1:0,+,0.601
9619,1:0,2:1,+,0.593
9620,2:1,1:0,+,0.517
9621,1:0,1:0,,0.572
9622,2:1,2:1,,0.534
9623,1:0,2:1,+,0.703
9624,2:1,2:1,,0.5
9625,2:1,2:1,,0.656
9626,1:0,2:1,+,0.655
9627,1:0,2:1,+,0.533
9628,2:1,2:1,,0.681
9629,2:1,1:0,+,0.788
9630,1:0,1:0,,0.563
9631,1:0,1:0,,0.567
9632,1:0,1:0,,0.775
9633,2:1,2:1,,0.794
9634,2:1,1:0,+,0.575
9635,2:1,2:1,,0.893
9636,2:1,1:0,+,0.624
9637,2:1,2:1,,0.553
9638,1:0,1:0,,0.711
9639,1:0,2:1,+,0.529
9640,1:0,2:1,+,0.758
9641,1:0,2:1,+,0.559
9642,1:0,2:1,+,0.688
9643,1:0,2:1,+,0.574
9644,2:1,1:0,+,0.536
9645,2:1,2:1,,0.675
9646,2:1,1:0,+,0.77
9647,2:1,1:0,+,0.541
9648,2:1,1:0,+,0.89
9649,1:0,1:0,,0.618
9650,1:0,2:1,+,0.584
9651,2:1,2:1,,0.583
9652,2:1,1:0,+,0.595
9653,1:0,1:0,,0.502
9654,2:1,2:1,,0.685
9655,1:0,2:1,+,0.561
9656,1:0,1:0,,0.505
9657,1:0,1:0,,0.914
9658,2:1,1:0,+,0.669
9659,2:1,2:1,,0.534
9660,1:0,1:0,,0.642
9661,1:0,2:1,+,0.504
9662,1:0,1:0,,0.761
9663,2:1,2:1,,0.556
9664,2:1,1:0,+,1
9665,2:1,2:1,,0.842
9666,1:0,1:0,,0.675
9667,1:0,1:0,,0.73
9668,2:1,1:0,+,0.657
9669,2:1,2:1,,0.533
9670,1:0,1:0,,0.709
9671,2:1,1:0,+,0.522
9672,2:1,1:0,+,0.878
9673,2:1,1:0,+,0.599
9674,2:1,2:1,,0.706
9675,1:0,2:1,+,0.603
9676,2:1,2:1,,0.713
9677,2:1,2:1,,0.534
9678,1:0,2:1,+,0.544
9679,2:1,2:1,,0.597
9680,2:1,2:1,,0.762
9681,2:1,2:1,,0.584
9682,2:1,1:0,+,0.525
9683,1:0,1:0,,0.703
9684,1:0,1:0,,0.641
9685,1:0,2:1,+,0.525
9686,2:1,2:1,,0.564
9687,2:1,1:0,+,0.57
9688,1:0,1:0,,0.564
9689,2:1,2:1,,0.504
9690,1:0,1:0,,0.705
9691,2:1,2:1,,0.701
9692,1:0,2:1,+,0.694
9693,2:1,1:0,+,0.722
9694,2:1,2:1,,0.877
9695,1:0,2:1,+,0.736
9696,1:0,1:0,,0.708
9697,2:1,2:1,,0.672
9698,1:0,2:1,+,0.807
9699,1:0,1:0,,0.577
9700,1:0,1:0,,0.512
9701,1:0,1:0,,0.712
9702,2:1,1:0,+,0.81
9703,2:1,1:0,+,0.66
9704,2:1,1:0,+,0.607
9705,1:0,1:0,,0.542
9706,1:0,2:1,+,0.582
9707,1:0,1:0,,0.806
9708,2:1,2:1,,0.87
9709,2:1,1:0,+,0.723
9710,2:1,1:0,+,0.597
9711,2:1,2:1,,0.552
9712,2:1,1:0,+,0.751
9713,2:1,1:0,+,0.56
9714,2:1,2:1,,0.575
9715,2:1,1:0,+,0.656
9716,2:1,1:0,+,0.718
9717,2:1,1:0,+,0.506
9718,2:1,1:0,+,0.519
9719,1:0,2:1,+,0.672
9720,1:0,1:0,,0.621
9721,1:0,1:0,,0.783
9722,1:0,1:0,,0.724
9723,1:0,2:1,+,0.536
9724,1:0,1:0,,0.502
9725,1:0,1:0,,0.581
9726,1:0,2:1,+,0.617
9727,1:0,2:1,+,0.528
9728,2:1,1:0,+,0.618
9729,2:1,1:0,+,0.804
9730,1:0,1:0,,0.65
9731,1:0,1:0,,0.827
9732,1:0,2:1,+,0.89
9733,1:0,1:0,,0.572
9734,2:1,1:0,+,0.808
9735,2:1,2:1,,0.871
9736,2:1,1:0,+,0.585
9737,1:0,1:0,,0.714
9738,2:1,2:1,,0.585
9739,2:1,2:1,,0.509
9740,1:0,1:0,,0.602
9741,1:0,1:0,,0.573
9742,1:0,1:0,,0.552
9743,1:0,1:0,,0.511
9744,1:0,1:0,,0.692
9745,2:1,1:0,+,0.733
9746,2:1,2:1,,0.936
9747,2:1,2:1,,0.692
9748,2:1,1:0,+,0.57
9749,1:0,1:0,,0.875
9750,1:0,1:0,,0.696
9751,2:1,1:0,+,0.634
9752,1:0,2:1,+,0.754
9753,2:1,1:0,+,0.694
9754,1:0,2:1,+,0.539
9755,1:0,2:1,+,0.555
9756,1:0,2:1,+,0.884
9757,2:1,1:0,+,0.529
9758,2:1,1:0,+,0.558
9759,1:0,1:0,,0.597
9760,2:1,2:1,,0.646
9761,2:1,1:0,+,0.581
9762,2:1,1:0,+,0.642
9763,1:0,1:0,,0.676
9764,2:1,2:1,,0.729
9765,1:0,2:1,+,0.876
9766,1:0,2:1,+,0.574
9767,1:0,2:1,+,0.851
9768,1:0,2:1,+,0.691
9769,2:1,2:1,,0.636
9770,1:0,2:1,+,0.547
9771,2:1,1:0,+,0.821
9772,1:0,1:0,,0.637
9773,2:1,2:1,,0.936
9774,1:0,2:1,+,0.757
9775,1:0,2:1,+,0.648
9776,1:0,2:1,+,0.709
9777,1:0,2:1,+,0.622
9778,2:1,1:0,+,0.66
9779,2:1,1:0,+,0.637
9780,2:1,2:1,,0.615
9781,2:1,2:1,,0.788
9782,2:1,2:1,,0.697
9783,1:0,2:1,+,0.629
9784,2:1,2:1,,0.6
9785,2:1,2:1,,0.663
9786,2:1,1:0,+,0.686
9787,2:1,1:0,+,0.593
9788,1:0,1:0,,0.596
9789,1:0,1:0,,0.547
9790,2:1,1:0,+,0.732
9791,1:0,2:1,+,0.748
9792,1:0,1:0,,0.7
9793,2:1,1:0,+,0.592
9794,2:1,2:1,,0.537
9795,2:1,2:1,,0.742
9796,2:1,1:0,+,0.759
9797,2:1,2:1,,0.7
9798,2:1,2:1,,0.559
9799,2:1,1:0,+,0.645
9800,2:1,2:1,,0.549
9801,2:1,2:1,,0.716
9802,1:0,2:1,+,0.518
9803,2:1,1:0,+,0.528
9804,2:1,1:0,+,0.59
9805,2:1,2:1,,0.717
9806,2:1,2:1,,0.529
9807,2:1,1:0,+,0.516
9808,2:1,2:1,,0.61
9809,2:1,1:0,+,0.575
9810,1:0,1:0,,0.555
9811,1:0,1:0,,0.645
9812,1:0,1:0,,0.644
9813,1:0,1:0,,0.552
9814,2:1,1:0,+,0.562
9815,1:0,1:0,,0.595
9816,2:1,1:0,+,0.63
9817,2:1,1:0,+,0.801
9818,2:1,1:0,+,0.99
9819,1:0,1:0,,0.853
9820,2:1,1:0,+,0.7
9821,2:1,2:1,,0.744
9822,1:0,1:0,,0.649
9823,1:0,1:0,,0.561
9824,1:0,1:0,,0.742
9825,1:0,2:1,+,0.608
9826,2:1,1:0,+,0.569
9827,1:0,1:0,,0.604
9828,1:0,2:1,+,0.605
9829,2:1,2:1,,0.767
9830,2:1,1:0,+,0.524
9831,1:0,1:0,,0.742
9832,1:0,2:1,+,0.886
9833,1:0,1:0,,0.741
9834,2:1,2:1,,0.701
9835,2:1,2:1,,0.56
9836,2:1,1:0,+,0.682
9837,1:0,1:0,,0.853
9838,1:0,2:1,+,0.796
9839,2:1,2:1,,0.653
9840,2:1,2:1,,0.892
9841,1:0,2:1,+,0.872
9842,1:0,1:0,,0.909
9843,2:1,1:0,+,0.533
9844,2:1,1:0,+,0.64
9845,1:0,1:0,,0.738
9846,2:1,2:1,,0.585
9847,2:1,2:1,,0.69
9848,2:1,2:1,,0.559
9849,2:1,1:0,+,0.61
9850,1:0,2:1,+,0.601
9851,1:0,1:0,,0.594
9852,2:1,1:0,+,0.557
9853,1:0,2:1,+,0.765
9854,1:0,1:0,,0.553
9855,1:0,2:1,+,0.688
9856,2:1,2:1,,0.802
9857,1:0,1:0,,0.529
9858,1:0,1:0,,0.598
9859,2:1,1:0,+,0.654
9860,2:1,1:0,+,0.582
9861,2:1,2:1,,0.85
9862,1:0,1:0,,0.639
9863,1:0,1:0,,0.814
9864,2:1,1:0,+,0.54
9865,1:0,2:1,+,0.58
9866,1:0,2:1,+,0.567
9867,1:0,1:0,,0.639
9868,2:1,2:1,,0.506
9869,1:0,2:1,+,0.639
9870,2:1,1:0,+,0.512
9871,2:1,2:1,,0.738
9872,2:1,1:0,+,0.586
9873,1:0,1:0,,0.758
9874,2:1,1:0,+,0.827
9875,2:1,1:0,+,0.551
9876,1:0,2:1,+,0.624
9877,2:1,1:0,+,0.525
9878,2:1,2:1,,0.55
9879,1:0,1:0,,0.708
9880,1:0,2:1,+,0.552
9881,1:0,1:0,,0.592
9882,1:0,1:0,,0.677
9883,2:1,1:0,+,0.655
9884,1:0,2:1,+,0.775
9885,2:1,1:0,+,0.642
9886,2:1,1:0,+,0.596
9887,1:0,2:1,+,0.64
9888,1:0,2:1,+,0.568
9889,1:0,1:0,,0.822
9890,1:0,2:1,+,0.603
9891,2:1,2:1,,0.64
9892,2:1,1:0,+,0.564
9893,1:0,1:0,,0.543
9894,1:0,1:0,,0.555
9895,2:1,2:1,,0.887
9896,2:1,1:0,+,0.565
9897,2:1,2:1,,0.685
9898,1:0,2:1,+,0.789
9899,2:1,2:1,,0.886
9900,1:0,2:1,+,0.757
9901,1:0,1:0,,0.839
9902,1:0,1:0,,0.53
9903,1:0,1:0,,0.657
9904,1:0,2:1,+,0.535
9905,1:0,1:0,,0.855
9906,1:0,2:1,+,0.842
9907,1:0,1:0,,0.637
9908,1:0,1:0,,0.549
9909,1:0,1:0,,0.607
9910,1:0,2:1,+,0.543
9911,2:1,1:0,+,0.749
9912,2:1,1:0,+,0.549
9913,1:0,1:0,,0.796
9914,1:0,1:0,,0.728
9915,1:0,1:0,,0.697
9916,1:0,2:1,+,0.629
9917,2:1,2:1,,0.629
9918,2:1,1:0,+,0.681
9919,2:1,2:1,,0.702
9920,2:1,1:0,+,0.819
9921,1:0,1:0,,0.603
9922,2:1,2:1,,0.766
9923,2:1,1:0,+,0.59
9924,1:0,1:0,,0.56
9925,1:0,1:0,,0.625
9926,1:0,1:0,,0.532
9927,1:0,1:0,,0.729
9928,2:1,1:0,+,0.569
9929,2:1,2:1,,0.686
9930,1:0,2:1,+,0.7
9931,2:1,2:1,,0.514
9932,2:1,1:0,+,0.633
9933,2:1,1:0,+,0.531
9934,2:1,2:1,,0.583
9935,2:1,2:1,,0.577
9936,2:1,2:1,,0.527
9937,2:1,1:0,+,0.668
9938,1:0,1:0,,0.664
9939,1:0,1:0,,0.772
9940,1:0,1:0,,0.796
9941,1:0,2:1,+,0.511
9942,2:1,2:1,,0.679
9943,1:0,1:0,,0.559
9944,1:0,1:0,,0.813
9945,2:1,2:1,,0.701
9946,1:0,1:0,,0.511
9947,2:1,1:0,+,0.882
9948,1:0,1:0,,0.644
9949,2:1,1:0,+,0.821
9950,1:0,2:1,+,0.68
9951,2:1,1:0,+,0.508
9952,1:0,2:1,+,0.598
9953,1:0,1:0,,0.763
9954,1:0,1:0,,0.586
9955,2:1,2:1,,0.67
9956,1:0,2:1,+,0.586
9957,2:1,2:1,,0.599
9958,2:1,2:1,,0.512
9959,2:1,2:1,,0.537
9960,1:0,2:1,+,0.854
9961,2:1,2:1,,0.621
9962,2:1,1:0,+,0.639
9963,2:1,2:1,,0.801
9964,2:1,1:0,+,0.818
9965,1:0,2:1,+,0.514
9966,1:0,1:0,,0.588
9967,2:1,1:0,+,0.69
9968,2:1,2:1,,0.91
9969,1:0,2:1,+,0.62
9970,2:1,1:0,+,0.721
9971,2:1,1:0,+,0.576
9972,2:1,2:1,,0.824
9973,2:1,1:0,+,0.711
9974,1:0,1:0,,0.693
9975,1:0,1:0,,0.592
9976,1:0,2:1,+,0.685
9977,1:0,1:0,,0.609
9978,1:0,1:0,,0.681
9979,1:0,2:1,+,0.578
9980,2:1,1:0,+,0.511
9981,1:0,2:1,+,0.716
9982,2:1,2:1,,0.662
9983,1:0,2:1,+,0.758
9984,1:0,2:1,+,0.614
9985,2:1,2:1,,0.527
9986,2:1,2:1,,0.653
9987,1:0,1:0,,0.882
9988,1:0,1:0,,0.702
9989,2:1,1:0,+,0.917
9990,2:1,1:0,+,0.818
9991,2:1,2:1,,0.516
9992,1:0,1:0,,0.535
9993,2:1,1:0,+,0.679
9994,2:1,2:1,,0.605
9995,2:1,2:1,,0.818
9996,2:1,1:0,+,0.504
9997,1:0,1:0,,0.533
9998,2:1,2:1,,0.722
9999,2:1,2:1,,0.671
10000,2:1,1:0,+,0.627
10001,2:1,1:0,+,0.81
10002,2:1,1:0,+,0.519
10003,2:1,1:0,+,0.652
10004,2:1,1:0,+,0.534
10005,2:1,1:0,+,0.519
10006,2:1,2:1,,0.63
10007,2:1,2:1,,0.773
10008,2:1,1:0,+,0.678
10009,2:1,2:1,,0.758
10010,1:0,1:0,,0.607
10011,1:0,1:0,,0.624
10012,1:0,1:0,,0.576
10013,2:1,2:1,,0.6
10014,1:0,1:0,,0.65
10015,2:1,1:0,+,0.739
10016,2:1,2:1,,0.545
10017,2:1,1:0,+,0.642
10018,1:0,2:1,+,0.709
10019,1:0,2:1,+,0.864
10020,1:0,1:0,,0.71
10021,1:0,2:1,+,0.538
10022,2:1,2:1,,0.7
10023,2:1,1:0,+,0.54
10024,1:0,1:0,,0.691
10025,1:0,1:0,,0.708
10026,2:1,2:1,,0.554
10027,1:0,1:0,,0.782
10028,1:0,1:0,,0.536
10029,1:0,2:1,+,0.754
10030,2:1,1:0,+,0.545
10031,1:0,1:0,,0.57
10032,2:1,1:0,+,0.537
10033,2:1,2:1,,0.583
10034,2:1,1:0,+,0.734
10035,2:1,2:1,,0.502
10036,1:0,2:1,+,0.698
10037,2:1,1:0,+,0.827
10038,1:0,1:0,,0.554
10039,1:0,1:0,,0.818
10040,1:0,2:1,+,0.834
10041,2:1,2:1,,0.804
10042,1:0,1:0,,0.588
10043,1:0,2:1,+,0.546
10044,1:0,2:1,+,0.503
10045,1:0,1:0,,0.556
10046,1:0,1:0,,0.645
10047,1:0,2:1,+,0.651
10048,1:0,2:1,+,0.507
10049,2:1,1:0,+,0.512
10050,1:0,1:0,,0.817
10051,2:1,2:1,,0.754
10052,1:0,2:1,+,0.536
10053,1:0,1:0,,0.726
10054,2:1,2:1,,0.689
10055,2:1,2:1,,0.782
10056,2:1,2:1,,0.85
10057,1:0,2:1,+,0.509
10058,1:0,2:1,+,0.935
10059,2:1,2:1,,0.557
10060,2:1,1:0,+,0.702
10061,2:1,2:1,,0.626
10062,1:0,1:0,,0.662
10063,1:0,2:1,+,0.586
10064,1:0,1:0,,0.518
10065,2:1,1:0,+,0.594
10066,2:1,2:1,,0.796
10067,2:1,2:1,,0.619
10068,1:0,2:1,+,0.689
10069,1:0,1:0,,0.635
10070,1:0,2:1,+,0.686
10071,1:0,2:1,+,0.569
10072,1:0,2:1,+,0.794
10073,2:1,1:0,+,0.533
10074,1:0,2:1,+,0.578
10075,1:0,2:1,+,0.682
10076,2:1,2:1,,0.815
10077,1:0,2:1,+,0.74
10078,1:0,1:0,,0.709
10079,1:0,2:1,+,0.576
10080,2:1,1:0,+,0.563
10081,1:0,2:1,+,0.509
10082,1:0,1:0,,0.716
10083,1:0,2:1,+,0.677
10084,1:0,2:1,+,0.664
10085,2:1,1:0,+,0.541
10086,2:1,2:1,,0.911
10087,1:0,1:0,,0.526
10088,2:1,1:0,+,0.799
10089,2:1,2:1,,0.599
10090,2:1,2:1,,0.823
10091,2:1,1:0,+,0.552
10092,2:1,2:1,,0.647
10093,1:0,1:0,,0.894
10094,1:0,2:1,+,0.667
10095,1:0,2:1,+,0.525
10096,2:1,2:1,,0.547
10097,2:1,2:1,,0.818
10098,2:1,2:1,,0.711
10099,2:1,1:0,+,0.618
10100,1:0,1:0,,0.578
10101,2:1,1:0,+,0.517
10102,2:1,2:1,,0.732
10103,1:0,1:0,,0.608
10104,2:1,1:0,+,0.627
10105,2:1,2:1,,0.532
10106,1:0,1:0,,0.547
10107,1:0,1:0,,0.595
10108,2:1,1:0,+,0.531
10109,2:1,2:1,,0.529
10110,1:0,1:0,,0.799
10111,2:1,1:0,+,0.516
10112,2:1,1:0,+,0.72
10113,1:0,1:0,,0.659
10114,1:0,1:0,,0.598
10115,1:0,1:0,,0.626
10116,1:0,1:0,,0.538
10117,1:0,2:1,+,0.809
10118,1:0,1:0,,0.701
10119,1:0,2:1,+,0.517
10120,1:0,1:0,,0.694
10121,2:1,1:0,+,0.906
10122,1:0,2:1,+,0.716
10123,2:1,2:1,,0.91
10124,2:1,2:1,,0.521
10125,1:0,1:0,,0.656
10126,2:1,2:1,,0.582
10127,2:1,2:1,,0.883
10128,2:1,1:0,+,0.875
10129,2:1,1:0,+,0.681
10130,2:1,2:1,,0.657
10131,2:1,2:1,,0.84
10132,1:0,1:0,,0.556
10133,2:1,2:1,,0.505
10134,2:1,2:1,,0.731
10135,1:0,2:1,+,0.641
10136,1:0,2:1,+,0.736
10137,1:0,2:1,+,0.519
10138,1:0,1:0,,0.592
10139,2:1,2:1,,0.689
10140,1:0,2:1,+,0.639
10141,2:1,2:1,,0.544
10142,1:0,1:0,,0.544
10143,1:0,2:1,+,0.536
10144,1:0,2:1,+,0.54
10145,2:1,1:0,+,0.508
10146,1:0,2:1,+,0.598
10147,1:0,2:1,+,0.766
10148,2:1,1:0,+,0.567
10149,1:0,2:1,+,0.616
10150,1:0,2:1,+,0.577
10151,2:1,2:1,,0.739
10152,2:1,2:1,,0.562
10153,1:0,1:0,,0.569
10154,1:0,2:1,+,0.503
10155,2:1,1:0,+,0.663
10156,2:1,1:0,+,0.756
10157,1:0,1:0,,0.62
10158,1:0,2:1,+,0.842
10159,1:0,1:0,,0.567
10160,2:1,1:0,+,0.633
10161,1:0,1:0,,0.697
10162,2:1,1:0,+,0.577
10163,2:1,2:1,,0.844
10164,2:1,2:1,,0.85
10165,2:1,2:1,,0.588
10166,2:1,1:0,+,0.726
10167,1:0,1:0,,0.68
10168,2:1,1:0,+,0.736
10169,1:0,1:0,,0.582
10170,1:0,1:0,,0.649
10171,2:1,1:0,+,0.794
10172,1:0,2:1,+,0.545
10173,2:1,2:1,,0.733
10174,2:1,2:1,,0.567
10175,1:0,1:0,,0.668
10176,1:0,1:0,,0.632
10177,2:1,1:0,+,0.538
10178,2:1,1:0,+,0.627
10179,1:0,1:0,,0.674
10180,2:1,1:0,+,0.658
10181,2:1,2:1,,0.602
10182,2:1,1:0,+,0.577
10183,2:1,2:1,,0.535
10184,2:1,1:0,+,0.639
10185,1:0,2:1,+,0.746
10186,2:1,1:0,+,0.605
10187,1:0,1:0,,0.723
10188,2:1,1:0,+,0.664
10189,1:0,1:0,,0.838
10190,2:1,1:0,+,0.631
10191,1:0,2:1,+,0.631
10192,1:0,1:0,,0.709
10193,2:1,2:1,,0.519
10194,1:0,2:1,+,0.541
10195,1:0,2:1,+,0.801
10196,1:0,1:0,,0.605
10197,2:1,2:1,,0.655
10198,2:1,1:0,+,0.866
10199,2:1,1:0,+,0.748
10200,2:1,2:1,,0.608
10201,2:1,1:0,+,0.789
10202,1:0,2:1,+,0.571
10203,2:1,1:0,+,0.53
10204,1:0,1:0,,0.546
10205,1:0,1:0,,0.818
10206,2:1,2:1,,0.74
10207,1:0,2:1,+,0.553
10208,2:1,1:0,+,0.59
10209,2:1,1:0,+,0.615
10210,1:0,1:0,,0.546
10211,2:1,2:1,,0.674
10212,1:0,1:0,,0.581
10213,2:1,2:1,,0.677
10214,1:0,1:0,,0.789
10215,1:0,2:1,+,0.592
10216,2:1,2:1,,0.566
10217,1:0,1:0,,0.601
10218,2:1,2:1,,0.733
10219,2:1,1:0,+,0.508
10220,2:1,1:0,+,0.618
10221,1:0,2:1,+,0.672
10222,2:1,2:1,,0.833
10223,1:0,2:1,+,0.928
10224,1:0,1:0,,0.559
10225,2:1,2:1,,0.829
10226,1:0,2:1,+,0.583
10227,2:1,1:0,+,0.527
10228,2:1,2:1,,0.507
10229,2:1,2:1,,0.768
10230,1:0,1:0,,0.592
10231,1:0,1:0,,0.627
10232,2:1,2:1,,0.574
10233,1:0,1:0,,0.59
10234,1:0,2:1,+,0.664
10235,1:0,1:0,,0.555
10236,1:0,2:1,+,0.623
10237,1:0,2:1,+,0.825
10238,2:1,2:1,,0.794
10239,2:1,2:1,,0.65
10240,2:1,1:0,+,0.59
10241,2:1,1:0,+,0.525
10242,1:0,2:1,+,0.805
10243,2:1,1:0,+,0.577
10244,1:0,2:1,+,0.501
10245,1:0,1:0,,0.817
10246,2:1,2:1,,0.896
10247,1:0,2:1,+,0.501
10248,2:1,1:0,+,0.699
10249,1:0,1:0,,0.663
10250,2:1,2:1,,0.741
10251,1:0,2:1,+,0.727
10252,1:0,1:0,,0.517
10253,2:1,2:1,,0.737
10254,2:1,2:1,,0.628
10255,1:0,1:0,,0.744
10256,1:0,1:0,,0.526
10257,1:0,2:1,+,0.643
10258,2:1,2:1,,0.834
10259,2:1,1:0,+,0.97
10260,1:0,1:0,,0.551
10261,2:1,2:1,,0.751
10262,1:0,1:0,,0.561
10263,1:0,1:0,,0.561
10264,1:0,1:0,,0.719
10265,2:1,2:1,,0.596
10266,1:0,1:0,,0.683
10267,2:1,2:1,,0.526
10268,2:1,2:1,,0.788
10269,1:0,2:1,+,0.506
10270,1:0,2:1,+,0.685
10271,2:1,2:1,,0.908
10272,2:1,2:1,,0.529
10273,2:1,1:0,+,0.62
10274,2:1,2:1,,0.905
10275,2:1,2:1,,0.524
10276,2:1,1:0,+,0.503
10277,2:1,2:1,,0.594
10278,2:1,2:1,,0.614
10279,1:0,1:0,,0.677
10280,2:1,1:0,+,0.656
10281,1:0,2:1,+,0.645
10282,2:1,2:1,,0.752
10283,2:1,2:1,,0.664
10284,1:0,1:0,,0.699
10285,1:0,2:1,+,0.566
10286,1:0,1:0,,0.517
10287,1:0,1:0,,0.851
10288,2:1,2:1,,0.512
10289,2:1,2:1,,0.587
10290,1:0,1:0,,0.844
10291,1:0,1:0,,0.529
10292,1:0,1:0,,0.564
10293,2:1,1:0,+,0.602
10294,2:1,2:1,,0.603
10295,2:1,2:1,,0.512
10296,2:1,1:0,+,0.607
10297,1:0,1:0,,0.583
10298,2:1,1:0,+,0.599
10299,2:1,1:0,+,0.566
10300,2:1,2:1,,0.544
10301,1:0,1:0,,0.581
10302,1:0,1:0,,0.624
10303,1:0,2:1,+,0.844
10304,2:1,1:0,+,0.868
10305,1:0,2:1,+,0.583
10306,2:1,2:1,,0.691
10307,2:1,1:0,+,0.602
10308,1:0,1:0,,0.825
10309,1:0,1:0,,0.679
10310,1:0,1:0,,0.57
10311,1:0,1:0,,0.642
10312,2:1,2:1,,0.506
10313,2:1,2:1,,0.809
10314,1:0,2:1,+,0.774
10315,1:0,1:0,,0.851
10316,1:0,1:0,,0.677
10317,1:0,2:1,+,0.77
10318,2:1,2:1,,0.569
10319,2:1,2:1,,0.764
10320,1:0,2:1,+,0.762
10321,2:1,2:1,,0.731
10322,1:0,1:0,,0.674
10323,1:0,2:1,+,0.742
10324,2:1,1:0,+,0.707
10325,2:1,2:1,,0.602
10326,1:0,2:1,+,0.528
10327,1:0,1:0,,0.584
10328,2:1,2:1,,0.657
10329,1:0,2:1,+,0.776
10330,2:1,1:0,+,0.56
10331,2:1,1:0,+,0.552
10332,1:0,1:0,,0.541
10333,2:1,2:1,,0.669
10334,2:1,1:0,+,0.506
10335,1:0,1:0,,0.611
10336,2:1,1:0,+,0.589
10337,2:1,1:0,+,0.532
10338,1:0,2:1,+,0.737
10339,2:1,2:1,,0.548
10340,2:1,2:1,,0.821
10341,1:0,1:0,,0.828
10342,2:1,1:0,+,0.644
10343,1:0,1:0,,0.568
10344,2:1,1:0,+,0.526
10345,1:0,2:1,+,0.531
10346,2:1,2:1,,0.603
10347,1:0,1:0,,0.523
10348,2:1,2:1,,0.678
10349,2:1,1:0,+,0.735
10350,2:1,2:1,,0.688
10351,1:0,1:0,,0.564
10352,1:0,2:1,+,0.544
10353,1:0,1:0,,0.655
10354,2:1,2:1,,0.685
10355,1:0,2:1,+,0.624
10356,2:1,2:1,,0.678
10357,2:1,2:1,,0.539
10358,1:0,2:1,+,0.569
10359,2:1,2:1,,0.589
10360,2:1,2:1,,0.681
10361,2:1,2:1,,0.894
10362,1:0,1:0,,0.793
10363,1:0,1:0,,0.565
10364,1:0,1:0,,0.662
10365,2:1,1:0,+,0.711
10366,1:0,1:0,,0.564
10367,2:1,2:1,,0.783
10368,2:1,2:1,,0.512
10369,1:0,1:0,,0.769
10370,1:0,1:0,,0.577
10371,2:1,2:1,,0.723
10372,1:0,2:1,+,0.556
10373,1:0,2:1,+,0.624
10374,1:0,1:0,,0.763
10375,2:1,1:0,+,0.692
10376,1:0,1:0,,0.613
10377,1:0,1:0,,0.696
10378,2:1,2:1,,0.99
10379,1:0,1:0,,0.871
10380,1:0,2:1,+,0.727
10381,2:1,2:1,,0.715
10382,2:1,1:0,+,0.52
10383,1:0,1:0,,0.737
10384,1:0,1:0,,0.643
10385,2:1,2:1,,0.832
10386,2:1,1:0,+,0.518
10387,2:1,1:0,+,0.571
10388,2:1,1:0,+,0.616
10389,2:1,2:1,,0.642
10390,2:1,1:0,+,0.618
10391,1:0,2:1,+,0.65
10392,2:1,2:1,,0.668
10393,1:0,1:0,,0.739
10394,2:1,1:0,+,0.722
10395,1:0,2:1,+,0.68
10396,1:0,1:0,,0.889
10397,2:1,2:1,,0.905
10398,2:1,1:0,+,0.583
10399,1:0,1:0,,0.699
10400,1:0,1:0,,0.621
